"claim_amount","age","kids_driven","homekids","years_on_job","income","parent","home_value","marriage_status","gender","education","occupation","travel_time","car_use","bluebook","total_insurable_value","car_type","red_car","old_claim","claim_frequency","revoked","mvr_points","car_age","claim_flag","urbanicity"
7803,56,0,0,13,210660,"No",542288,"Yes","F","PhD","Manager",33,"Private",1500,1,"Sports Car","no",57037,1,"No",3,11,1,"Highly Urban/ Urban"
5336,38,0,2,0,0,"No",0,"Yes","F","<High School","Student",48,"Private",10090,4,"Sports Car","no",6753,1,"No",6,6,1,"Highly Urban/ Urban"
2251,65,0,0,15,13880,"No",179255,"Yes","F","Masters","Home Maker",62,"Private",9390,9,"Sports Car","no",10138,2,"No",1,15,1,"Highly Urban/ Urban"
3819,42,1,2,0,0,"Yes",0,"No","F","<High School","Student",29,"Private",10930,11,"Sports Car","no",0,0,"No",3,8,1,"Highly Urban/ Urban"
984,30,0,1,11,17619,"No",86310,"Yes","F","<High School","Clerical",18,"Private",16890,1,"Sports Car","no",0,0,"Yes",5,6,1,"Highly Urban/ Urban"
3705,50,0,0,10,58945,"No",0,"No","F","Bachelors","Professional",18,"Private",20260,1,"Sports Car","no",5603,1,"No",0,10,1,"Highly Urban/ Urban"
4408,52,0,0,11,54983,"No",223545,"Yes","M","Masters","",24,"Commercial",12200,2,"Pickup","yes",9093,3,"No",7,12,1,"Highly Urban/ Urban"
3334,44,0,0,9,61958,"No",168222,"Yes","M","High School","Blue Collar",56,"Commercial",27120,1,"Panel Truck","yes",642,2,"No",0,10,1,"Highly Urban/ Urban"
3886,31,0,1,10,8247,"Yes",0,"No","F","High School","Student",46,"Commercial",5200,1,"Sports Car","no",3068,2,"No",5,1,1,"Highly Urban/ Urban"
2936,55,0,0,12,111708,"No",292773,"Yes","M","Masters","",5,"Commercial",18080,4,"Van","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
5544,48,0,0,13,312,"No",90071,"Yes","F","<High School","Home Maker",30,"Commercial",14770,6,"Pickup","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
32363,68,0,0,10,76821,"No",0,"No","M","Masters","Lawyer",47,"Private",15980,4,"SUV","no",0,0,"No",0,15,1,"Highly Rural/ Rural"
5704,48,1,1,11,75741,"Yes",225300,"No","F","Masters","Lawyer",44,"Private",15190,13,"SUV","no",0,0,"No",3,19,1,"Highly Urban/ Urban"
5760,58,0,0,0,0,"No",103525,"Yes","F","Masters","Home Maker",48,"Private",20710,1,"Sports Car","no",8956,2,"No",0,1,1,"Highly Urban/ Urban"
2096,45,0,0,9,22741,"No",151957,"No","M","<High School","Blue Collar",34,"Private",17940,13,"Minivan","yes",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
2550,48,0,0,15,67876,"No",242138,"Yes","F","High School","Blue Collar",31,"Commercial",6410,1,"SUV","no",8268,3,"No",3,1,1,"Highly Urban/ Urban"
5470,45,2,3,14,4910,"No",0,"Yes","F","<High School","Student",12,"Private",17450,1,"SUV","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
1690,54,0,0,12,53099,"No",175695,"No","M","High School","Professional",57,"Private",17230,9,"Van","no",12797,3,"No",0,1,1,"Highly Urban/ Urban"
6932,37,2,2,13,27964,"Yes",125832,"No","F","<High School","Clerical",19,"Private",9980,1,"Minivan","no",6321,3,"No",2,8,1,"Highly Urban/ Urban"
26673,42,0,0,10,47114,"No",0,"No","M","Bachelors","Clerical",22,"Commercial",10410,4,"Pickup","yes",0,0,"No",7,7,1,"Highly Urban/ Urban"
2292,37,0,0,0,0,"No",0,"Yes","M","<High School","Student",26,"Commercial",5200,1,"Pickup","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
503,40,0,0,0,0,"No",0,"Yes","M","Bachelors","Student",50,"Commercial",18010,1,"Minivan","no",0,0,"No",1,6,1,"Highly Urban/ Urban"
3640,42,0,0,10,75013,"No",237750,"No","F","Masters","Lawyer",25,"Private",15110,1,"SUV","no",3928,1,"No",0,9,1,"Highly Urban/ Urban"
42499,36,1,2,12,91729,"Yes",307043,"No","F","Bachelors","Professional",26,"Private",16220,1,"SUV","no",8048,3,"Yes",0,1,1,"Highly Urban/ Urban"
4771,39,1,2,12,117329,"Yes",0,"No","M","Bachelors","Professional",37,"Private",1910,7,"Minivan","no",3486,2,"No",8,12,1,"Highly Urban/ Urban"
4037,55,0,0,11,83304,"No",238891,"Yes","M","Bachelors","Manager",40,"Private",15330,1,"Minivan","yes",7238,3,"No",3,7,1,"Highly Urban/ Urban"
3236,30,0,0,9,21313,"No",140640,"Yes","M","High School","Blue Collar",53,"Private",13120,6,"Minivan","yes",0,0,"No",1,6,1,"Highly Rural/ Rural"
2998,36,1,2,0,0,"Yes",0,"No","F","High School","Home Maker",39,"Private",8270,6,"SUV","no",4765,2,"No",6,8,1,"Highly Urban/ Urban"
5126,43,3,3,0,0,"No",0,"Yes","M","High School","Student",28,"Private",5700,1,"Pickup","no",0,0,"No",3,1,1,"Highly Urban/ Urban"
5389,51,0,0,9,69551,"No",0,"No","M","High School","Blue Collar",60,"Commercial",6600,9,"Pickup","yes",0,0,"No",1,1,1,"Highly Urban/ Urban"
6031,49,0,0,6,61068,"No",0,"No","M","High School","Professional",21,"Private",14080,1,"Minivan","yes",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
1704,53,0,0,9,47793,"No",199133,"No","F","High School","Manager",29,"Private",24120,11,"Sports Car","no",0,0,"No",0,8,1,"Highly Urban/ Urban"
1798,57,0,0,13,53329,"No",219712,"Yes","F","High School","Blue Collar",55,"Commercial",7200,6,"SUV","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
2829,38,0,2,0,0,"No",66812,"Yes","F","High School","Home Maker",17,"Private",13490,6,"SUV","no",0,0,"No",1,8,1,"Highly Urban/ Urban"
3121,47,0,0,14,14096,"No",163866,"Yes","F","Bachelors","Clerical",5,"Private",3790,8,"SUV","no",7285,1,"No",0,20,1,"Highly Urban/ Urban"
7045,58,0,0,6,57517,"No",0,"No","M","Bachelors","Manager",22,"Commercial",28740,1,"Panel Truck","yes",0,0,"No",4,12,1,"Highly Urban/ Urban"
8116,58,0,0,6,57454,"No",0,"No","M","<High School","Blue Collar",27,"Commercial",7300,1,"Pickup","yes",34123,2,"Yes",0,7,1,"Highly Urban/ Urban"
12789,35,0,0,10,106581,"No",0,"No","F","Bachelors","Blue Collar",39,"Commercial",30080,1,"Minivan","no",9185,1,"No",0,12,1,"Highly Urban/ Urban"
5075,51,0,0,0,0,"No",89512,"Yes","F","High School","Home Maker",59,"Private",1500,1,"Sports Car","no",6745,3,"No",0,7,1,"Highly Urban/ Urban"
4822,56,0,0,12,44308,"No",0,"No","M","<High School","Blue Collar",18,"Commercial",5930,11,"Pickup","yes",977,3,"No",2,5,1,"Highly Urban/ Urban"
4855,39,0,0,9,55771,"No",234502,"Yes","F","Masters","",7,"Commercial",18540,6,"Pickup","no",0,0,"Yes",2,10,1,"Highly Urban/ Urban"
3011,43,0,1,0,0,"No",0,"Yes","F","High School","Student",31,"Private",1500,4,"Sports Car","no",9516,3,"No",2,8,1,"Highly Rural/ Rural"
3118,46,0,0,13,120401,"No",348157,"Yes","M","Bachelors","Blue Collar",29,"Commercial",23370,6,"Panel Truck","yes",35980,2,"No",2,10,1,"Highly Urban/ Urban"
1299,61,0,0,17,25525,"No",158142,"Yes","M","Bachelors","Blue Collar",16,"Commercial",11060,1,"SUV","no",30023,3,"Yes",5,6,1,"Highly Urban/ Urban"
6409,33,0,0,0,0,"No",0,"No","M","<High School","Student",49,"Commercial",25280,3,"Panel Truck","no",0,0,"No",0,11,1,"Highly Urban/ Urban"
6783,62,3,3,19,85081,"Yes",0,"No","F","Masters","Lawyer",19,"Private",26420,17,"Sports Car","no",9810,4,"No",7,18,1,"Highly Urban/ Urban"
5295,50,0,0,12,31291,"No",197110,"No","F","High School","Clerical",14,"Private",6500,4,"SUV","no",3108,3,"No",3,1,1,"Highly Urban/ Urban"
26836,47,0,0,7,28626,"No",0,"No","F","High School","Clerical",57,"Private",13680,6,"SUV","no",0,0,"No",4,1,1,"Highly Urban/ Urban"
4704,39,0,0,10,74719,"No",0,"No","M","Bachelors","Professional",45,"Private",25760,10,"Minivan","no",4094,1,"No",2,12,1,"Highly Urban/ Urban"
5190,39,0,1,0,0,"Yes",0,"No","F","Bachelors","Student",31,"Commercial",5400,3,"Sports Car","no",0,0,"No",1,10,1,"Highly Urban/ Urban"
1530,35,0,0,6,77556,"No",0,"No","M","Bachelors","Blue Collar",18,"Commercial",26810,14,"Panel Truck","no",1249,2,"No",0,7,1,"Highly Urban/ Urban"
943,49,0,0,12,61790,"No",206446,"No","F","Bachelors","Manager",51,"Private",12580,4,"SUV","no",0,0,"No",0,15,1,"Highly Urban/ Urban"
6993,39,3,3,11,76791,"No",215433,"Yes","F","Masters","Professional",24,"Private",33050,13,"SUV","no",10265,1,"No",2,20,1,"Highly Urban/ Urban"
2575,57,0,2,10,35778,"No",170435,"Yes","M","High School","Clerical",26,"Commercial",10780,1,"Pickup","no",31557,4,"Yes",5,10,1,"Highly Urban/ Urban"
2646,39,0,0,6,81042,"No",247600,"Yes","M","Bachelors","Professional",39,"Commercial",21430,4,"Van","yes",7114,1,"No",4,9,1,"Highly Urban/ Urban"
2194,57,0,0,12,62203,"No",0,"No","M","High School","Blue Collar",5,"Commercial",7720,4,"Pickup","no",7326,1,"No",4,9,1,"Highly Urban/ Urban"
6005,45,0,0,12,33648,"No",180461,"Yes","F","Bachelors","Professional",45,"Private",6720,6,"Sports Car","no",0,0,"Yes",2,9,1,"Highly Urban/ Urban"
5108,45,0,0,10,32279,"No",163420,"Yes","F","Bachelors","Professional",46,"Private",6000,6,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2896,47,0,1,12,44452,"No",221536,"Yes","F","High School","Blue Collar",51,"Commercial",13110,10,"SUV","no",0,0,"No",0,6,1,"Highly Urban/ Urban"
430,43,0,0,6,41274,"No",103580,"No","M","<High School","Clerical",38,"Private",9930,6,"Minivan","yes",0,0,"No",0,7,1,"Highly Urban/ Urban"
1326,45,1,2,9,683,"No",61630,"Yes","F","High School","Student",60,"Commercial",19090,4,"SUV","no",2279,1,"No",0,1,1,"Highly Urban/ Urban"
5076,30,0,1,7,22718,"Yes",116700,"No","M","<High School","Clerical",14,"Private",4300,1,"Minivan","yes",4448,3,"No",9,1,1,"Highly Urban/ Urban"
6804,31,0,3,0,0,"No",0,"Yes","M","Bachelors","Student",25,"Commercial",4600,1,"Pickup","yes",6070,3,"No",5,7,1,"Highly Urban/ Urban"
4984,58,0,0,12,42607,"No",112850,"Yes","M","<High School","Blue Collar",55,"Commercial",11560,1,"Pickup","no",5238,1,"No",1,7,1,"Highly Urban/ Urban"
956,40,1,2,12,35453,"No",156023,"Yes","F","High School","Blue Collar",24,"Commercial",4010,16,"SUV","no",2244,2,"No",2,1,1,"Highly Urban/ Urban"
6280,42,0,2,10,42371,"Yes",0,"No","F","Bachelors","Blue Collar",45,"Commercial",5740,4,"SUV","no",6703,1,"No",4,12,1,"Highly Urban/ Urban"
4978,52,0,0,12,50584,"No",157928,"No","F","Bachelors","Professional",27,"Private",11760,9,"SUV","no",1328,1,"No",6,1,1,"Highly Urban/ Urban"
2711,45,0,2,10,32867,"Yes",0,"No","F","High School","Clerical",24,"Private",9290,1,"SUV","no",9635,4,"No",4,1,1,"Highly Urban/ Urban"
2356,44,0,3,0,0,"Yes",0,"No","F","Masters","Home Maker",86,"Private",10460,1,"Sports Car","no",0,0,"No",3,18,1,"Highly Rural/ Rural"
6719,46,0,0,12,11363,"No",104389,"Yes","F","<High School","Clerical",26,"Private",7240,10,"SUV","no",26181,1,"Yes",2,5,1,"Highly Urban/ Urban"
20126,44,1,3,9,148528,"Yes",0,"No","F","PhD","Lawyer",49,"Private",20830,6,"SUV","no",0,0,"Yes",2,10,1,"Highly Urban/ Urban"
7204,47,0,0,7,44812,"No",0,"No","F","High School","Blue Collar",27,"Commercial",6200,1,"SUV","no",43405,2,"Yes",0,5,1,"Highly Urban/ Urban"
5728,48,1,0,12,228376,"No",586096,"Yes","M","PhD","",57,"Commercial",9260,1,"SUV","no",5458,1,"No",8,17,1,"Highly Urban/ Urban"
2199,36,0,0,14,66335,"No",241407,"Yes","F","High School","Professional",19,"Commercial",2670,1,"SUV","no",0,0,"No",0,9,1,"Highly Urban/ Urban"
747,50,0,0,15,53924,"No",203155,"Yes","M","High School","Blue Collar",37,"Commercial",25320,1,"Panel Truck","yes",5546,2,"No",6,1,1,"Highly Urban/ Urban"
5207,25,0,1,8,66390,"Yes",0,"No","F","Bachelors","Blue Collar",41,"Commercial",22740,9,"SUV","no",7019,2,"No",1,10,1,"Highly Urban/ Urban"
4102,27,0,3,13,35851,"No",147018,"Yes","F","High School","Blue Collar",47,"Commercial",4200,1,"Sports Car","no",0,0,"No",4,1,1,"Highly Urban/ Urban"
6087,35,0,0,10,64530,"No",0,"No","F","Masters","Lawyer",50,"Private",5000,1,"Sports Car","no",5202,1,"No",0,13,1,"Highly Urban/ Urban"
966,48,0,0,10,111405,"No",326745,"No","F","Bachelors","Professional",12,"Commercial",29540,4,"Van","no",3848,1,"No",9,11,1,"Highly Urban/ Urban"
4666,38,0,1,10,38819,"Yes",128779,"No","F","Bachelors","Professional",49,"Private",5680,6,"SUV","no",0,0,"Yes",7,8,1,"Highly Urban/ Urban"
1402,67,0,0,0,0,"No",0,"Yes","F","High School","Student",33,"Private",8200,7,"Sports Car","no",6934,1,"No",0,10,1,"Highly Urban/ Urban"
926,39,2,2,15,56819,"No",188860,"Yes","F","Bachelors","Blue Collar",34,"Commercial",14660,6,"SUV","no",0,0,"Yes",1,10,1,"Highly Urban/ Urban"
3590,35,0,1,8,84794,"Yes",0,"No","F","High School","Professional",19,"Commercial",26860,1,"Pickup","no",4575,3,"No",7,1,1,"Highly Urban/ Urban"
5377,45,1,2,7,26681,"Yes",166588,"No","F","Bachelors","Professional",10,"Private",28840,10,"Pickup","no",0,0,"No",0,13,1,"Highly Rural/ Rural"
1277,40,0,0,8,118527,"No",323324,"No","M","Masters","",48,"Commercial",22750,6,"Panel Truck","no",0,0,"No",0,13,1,"Highly Urban/ Urban"
6281,44,2,2,8,152292,"Yes",0,"No","M","Masters","Manager",42,"Commercial",31380,10,"Panel Truck","yes",0,0,"No",1,19,1,"Highly Urban/ Urban"
1036,58,0,0,13,88490,"No",0,"No","F","Bachelors","Manager",52,"Private",10350,11,"SUV","no",2737,2,"No",0,10,1,"Highly Urban/ Urban"
6516,30,0,2,0,0,"No",0,"Yes","F","<High School","Student",21,"Private",5430,3,"SUV","no",0,0,"Yes",0,5,1,"Highly Urban/ Urban"
3706,30,0,1,0,0,"Yes",76283,"No","F","Bachelors","Home Maker",35,"Private",4500,6,"Sports Car","no",35477,4,"Yes",1,1,1,"Highly Urban/ Urban"
1833,39,0,3,12,12332,"Yes",98982,"No","M","<High School","Clerical",20,"Commercial",8450,6,"Pickup","yes",7262,2,"No",0,1,1,"Highly Urban/ Urban"
7800,39,0,1,12,24609,"Yes",95505,"No","F","<High School","Blue Collar",68,"Private",7860,4,"Sports Car","no",8455,3,"No",4,6,1,"Highly Urban/ Urban"
4388,42,0,1,0,0,"No",122520,"Yes","F","Bachelors","Home Maker",62,"Private",14260,4,"SUV","no",3460,3,"No",0,5,1,"Highly Urban/ Urban"
7961,51,0,0,8,80479,"No",0,"No","M","Bachelors","Blue Collar",31,"Commercial",14650,13,"Minivan","yes",575,2,"No",4,14,1,"Highly Urban/ Urban"
8755,46,0,0,14,112213,"No",0,"No","M","Masters","",5,"Commercial",33610,3,"Panel Truck","no",10788,3,"No",4,15,1,"Highly Urban/ Urban"
9105,47,0,0,9,62216,"No",242564,"Yes","M","High School","Professional",42,"Commercial",24480,3,"Panel Truck","no",3884,2,"No",3,1,1,"Highly Urban/ Urban"
4298,42,1,2,13,112205,"No",311529,"Yes","F","Bachelors","Manager",48,"Commercial",27770,4,"Pickup","no",6557,1,"No",5,11,1,"Highly Urban/ Urban"
6208,35,0,0,0,0,"No",0,"Yes","M","Bachelors","Student",30,"Commercial",5000,1,"Pickup","no",0,0,"No",3,10,1,"Highly Urban/ Urban"
6690,43,0,2,0,0,"No",0,"Yes","F","High School","Student",61,"Commercial",5800,4,"Minivan","no",6935,4,"No",5,1,1,"Highly Urban/ Urban"
41063,40,0,0,12,52471,"No",153087,"No","F","High School","Blue Collar",31,"Commercial",21860,10,"SUV","no",0,0,"No",0,6,1,"Highly Urban/ Urban"
12338,32,0,4,14,81772,"Yes",0,"No","F","Bachelors","Blue Collar",38,"Commercial",19460,6,"SUV","no",0,0,"Yes",6,13,1,"Highly Urban/ Urban"
6296,30,0,3,9,61790,"No",185253,"Yes","F","Bachelors","Clerical",28,"Private",10680,1,"SUV","no",0,0,"Yes",0,14,1,"Highly Urban/ Urban"
4898,53,3,0,10,58049,"No",186384,"Yes","M","Masters","Manager",44,"Private",5590,1,"SUV","no",0,0,"No",0,15,1,"Highly Urban/ Urban"
4577,25,0,3,15,75385,"No",254055,"Yes","M","Bachelors","Blue Collar",19,"Commercial",17750,1,"Van","yes",4640,3,"No",4,8,1,"Highly Urban/ Urban"
5454,49,0,0,10,73241,"No",0,"No","M","Masters","Lawyer",36,"Private",6400,1,"Pickup","yes",3863,2,"No",0,15,1,"Highly Urban/ Urban"
2649,49,0,0,11,48215,"No",0,"No","F","PhD","Doctor",46,"Private",13190,10,"SUV","no",2516,4,"No",2,19,1,"Highly Urban/ Urban"
1668,31,0,4,0,0,"Yes",0,"No","F","Bachelors","Student",14,"Commercial",4600,11,"Sports Car","no",8136,1,"No",6,14,1,"Highly Urban/ Urban"
6595,48,0,0,10,90044,"No",0,"No","F","Bachelors","Blue Collar",79,"Commercial",17310,3,"SUV","no",2317,1,"No",0,16,1,"Highly Urban/ Urban"
5685,48,0,0,10,23588,"No",174929,"Yes","F","High School","Clerical",61,"Private",9500,1,"SUV","no",31664,2,"Yes",3,7,1,"Highly Urban/ Urban"
2546,37,2,2,10,45282,"Yes",170166,"No","F","<High School","Blue Collar",50,"Private",5100,4,"Sports Car","no",7136,1,"No",4,1,1,"Highly Rural/ Rural"
5810,34,0,2,9,33538,"Yes",0,"No","M","<High School","Blue Collar",29,"Private",8250,4,"Minivan","yes",38845,2,"Yes",2,1,1,"Highly Urban/ Urban"
10267,39,0,2,10,30618,"No",157285,"Yes","M","High School","Blue Collar",44,"Commercial",21320,3,"Van","yes",9469,2,"No",0,1,1,"Highly Urban/ Urban"
1148,54,0,0,13,65234,"No",280155,"Yes","F","High School","Blue Collar",36,"Commercial",23170,4,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
1947,42,1,1,10,73376,"Yes",0,"No","F","Masters","Lawyer",39,"Private",25590,1,"Sports Car","no",7328,1,"No",5,11,1,"Highly Urban/ Urban"
2490,53,0,0,0,0,"No",0,"No","M","High School","Student",24,"Private",17190,6,"Van","yes",0,0,"No",1,1,1,"Highly Urban/ Urban"
4181,33,0,2,14,82407,"Yes",0,"No","M","High School","Blue Collar",17,"Commercial",4800,4,"Pickup","yes",0,0,"No",1,6,1,"Highly Urban/ Urban"
1444,45,3,3,17,28538,"No",140924,"Yes","F","<High School","Clerical",15,"Private",16920,3,"SUV","no",22262,2,"Yes",7,5,1,"Highly Urban/ Urban"
5453,47,0,0,9,62133,"No",222691,"Yes","M","High School","Professional",35,"Commercial",25310,17,"Panel Truck","no",0,0,"No",2,1,1,"Highly Urban/ Urban"
3270,39,0,0,10,14677,"No",0,"No","M","Bachelors","Student",44,"Commercial",10180,1,"Pickup","no",0,0,"No",0,9,1,"Highly Rural/ Rural"
3613,46,0,0,10,45626,"No",183557,"Yes","F","High School","Blue Collar",30,"Private",14550,4,"SUV","no",4758,2,"No",0,1,1,"Highly Urban/ Urban"
2129,47,0,0,16,33717,"No",145021,"Yes","M","High School","Clerical",45,"Commercial",4870,13,"Pickup","yes",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
1414,62,0,0,0,0,"No",52952,"Yes","F","High School","Home Maker",37,"Private",12760,4,"Sports Car","no",0,0,"No",2,1,1,"Highly Urban/ Urban"
4400,20,0,0,8,4209,"No",80790,"No","F","High School","Clerical",23,"Private",10570,1,"SUV","no",0,0,"No",4,9,1,"Highly Urban/ Urban"
5782,42,0,0,13,71779,"No",187108,"Yes","F","PhD","Manager",5,"Private",15480,4,"SUV","no",0,0,"No",0,12,1,"Highly Urban/ Urban"
3989,48,0,0,10,106752,"No",0,"No","M","Bachelors","Professional",46,"Private",19540,4,"Van","yes",8212,3,"No",2,15,1,"Highly Urban/ Urban"
1428,43,0,0,10,49729,"No",211046,"No","F","Bachelors","Professional",49,"Private",13760,4,"SUV","no",0,0,"No",0,8,1,"Highly Urban/ Urban"
45985,26,0,2,11,21443,"No",116421,"Yes","M","<High School","Clerical",19,"Commercial",24280,6,"Panel Truck","no",42208,1,"Yes",5,1,1,"Highly Rural/ Rural"
1401,42,0,0,11,27253,"No",0,"No","F","<High School","Clerical",25,"Commercial",45360,6,"Panel Truck","no",29919,1,"Yes",0,7,1,"Highly Urban/ Urban"
4291,63,0,0,16,141953,"No",377925,"Yes","M","PhD","",35,"Commercial",27570,10,"Pickup","yes",0,0,"No",0,9,1,"Highly Urban/ Urban"
4665,43,2,2,12,62638,"Yes",0,"No","F","Bachelors","Professional",36,"Commercial",23140,6,"Pickup","no",7148,2,"No",4,11,1,"Highly Urban/ Urban"
2572,46,0,0,13,9494,"No",0,"No","F","<High School","Home Maker",38,"Private",2450,5,"Sports Car","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
22951,61,0,0,10,62185,"No",0,"No","M","PhD","",40,"Commercial",26550,1,"Panel Truck","yes",4843,3,"No",0,11,1,"Highly Urban/ Urban"
1746,31,0,1,15,20277,"No",134375,"Yes","F","<High School","Clerical",5,"Private",24670,1,"Minivan","no",0,0,"No",2,1,1,"Highly Urban/ Urban"
17425,37,1,2,13,64927,"No",184518,"Yes","M","Masters","",31,"Commercial",35270,6,"Panel Truck","no",0,0,"No",0,15,1,"Highly Urban/ Urban"
535,43,0,0,12,46915,"No",0,"No","M","High School","Clerical",52,"Private",11310,1,"Pickup","no",0,0,"Yes",1,1,1,"Highly Urban/ Urban"
4351,49,0,0,6,11069,"No",0,"No","F","<High School","Student",60,"Private",19520,4,"SUV","no",5954,3,"No",5,3,1,"Highly Urban/ Urban"
3367,55,0,0,8,86574,"No",323469,"Yes","M","Masters","Manager",47,"Private",17020,3,"Van","yes",0,0,"No",0,18,1,"Highly Urban/ Urban"
8535,33,0,1,12,119869,"Yes",0,"No","F","<High School","Blue Collar",48,"Commercial",23410,1,"Pickup","no",26363,1,"Yes",5,1,1,"Highly Urban/ Urban"
3776,46,0,0,9,24202,"No",0,"No","M","PhD","Lawyer",24,"Private",17270,13,"Van","yes",3475,1,"No",4,17,1,"Highly Urban/ Urban"
3763,54,0,0,15,64548,"No",251584,"Yes","M","<High School","Blue Collar",32,"Commercial",16360,1,"Van","yes",26281,1,"Yes",3,1,1,"Highly Urban/ Urban"
5413,33,0,2,14,36351,"No",193200,"Yes","M","High School","Blue Collar",47,"Commercial",11450,10,"Pickup","yes",3647,3,"No",3,13,1,"Highly Urban/ Urban"
3246,37,2,3,12,40012,"No",200016,"Yes","F","High School","Professional",20,"Private",9200,7,"Minivan","no",3119,2,"No",2,1,1,"Highly Urban/ Urban"
4618,35,0,2,14,34235,"No",139521,"Yes","M","High School","Clerical",52,"Private",8420,3,"Pickup","no",0,0,"Yes",2,6,1,"Highly Urban/ Urban"
3666,44,0,2,0,0,"Yes",0,"No","F","PhD","Doctor",39,"Private",23570,1,"Minivan","no",1380,3,"No",3,17,1,"Highly Urban/ Urban"
3845,46,0,0,9,177832,"No",471670,"No","M","PhD","Doctor",54,"Private",25240,3,"Minivan","yes",949,2,"No",2,14,1,"Highly Urban/ Urban"
4475,43,1,1,13,78288,"No",316436,"Yes","M","High School","Professional",31,"Private",15380,5,"Minivan","yes",0,0,"No",1,8,1,"Highly Urban/ Urban"
2707,43,0,1,4,82795,"Yes",0,"No","M","Bachelors","Blue Collar",40,"Commercial",8460,1,"Pickup","yes",8844,2,"No",7,7,1,"Highly Urban/ Urban"
7981,50,0,0,10,216924,"No",0,"No","F","PhD","Lawyer",6,"Private",6500,6,"SUV","no",27369,2,"Yes",5,12,1,"Highly Urban/ Urban"
2190,47,0,0,10,28600,"No",0,"No","F","Bachelors","Professional",28,"Private",8830,4,"Sports Car","no",31567,2,"Yes",3,10,1,"Highly Urban/ Urban"
4286,45,0,0,9,20188,"No",0,"No","F","<High School","Clerical",38,"Private",14200,1,"SUV","no",1310,1,"No",7,6,1,"Highly Urban/ Urban"
5499,47,0,0,11,28808,"No",0,"No","M","High School","Student",6,"Commercial",8770,1,"Minivan","no",0,0,"Yes",4,8,1,"Highly Urban/ Urban"
4433,48,0,0,12,34669,"No",146134,"Yes","M","High School","Clerical",42,"Commercial",8630,1,"Pickup","no",2499,3,"No",1,1,1,"Highly Urban/ Urban"
2316,48,0,0,0,0,"No",0,"Yes","M","High School","Student",48,"Commercial",1500,4,"Minivan","yes",25494,3,"Yes",6,8,1,"Highly Urban/ Urban"
5160,50,0,0,12,180074,"No",442649,"Yes","F","PhD","Doctor",59,"Private",35520,4,"Sports Car","no",4657,3,"No",6,1,1,"Highly Urban/ Urban"
2651,26,0,3,8,68524,"Yes",0,"No","F","Bachelors","Professional",34,"Private",1500,3,"Sports Car","no",7946,3,"No",11,10,1,"Highly Urban/ Urban"
2418,45,0,0,11,125058,"No",0,"No","M","PhD","",33,"Commercial",18510,1,"Van","yes",0,0,"Yes",0,8,1,"Highly Urban/ Urban"
2080,38,0,0,9,12216,"No",0,"No","F","High School","Student",39,"Commercial",5560,6,"SUV","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
4618,33,0,5,13,28084,"No",132519,"Yes","F","High School","Clerical",43,"Private",11100,1,"SUV","no",555,2,"No",3,1,1,"Highly Urban/ Urban"
4966,35,0,1,9,77179,"Yes",0,"No","M","High School","Blue Collar",34,"Commercial",12720,10,"Minivan","no",0,0,"No",0,4,1,"Highly Urban/ Urban"
4120,28,0,1,9,12117,"Yes",0,"No","M","Bachelors","Student",26,"Commercial",5510,1,"Pickup","yes",0,0,"No",3,1,1,"Highly Urban/ Urban"
3213,45,1,2,13,90479,"No",250111,"Yes","M","Masters","",30,"Commercial",36330,1,"Panel Truck","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
3896,41,0,0,9,18939,"No",0,"No","M","<High School","Blue Collar",50,"Private",5600,6,"Minivan","no",5171,4,"No",4,1,1,"Highly Urban/ Urban"
1834,43,0,2,10,50952,"Yes",0,"No","M","High School","Blue Collar",27,"Private",10900,7,"Minivan","no",0,0,"No",0,9,1,"Highly Urban/ Urban"
4104,36,0,1,8,20494,"No",0,"Yes","M","High School","Student",22,"Commercial",5000,1,"Pickup","yes",1091,1,"No",5,7,1,"Highly Urban/ Urban"
3975,52,0,0,8,273507,"No",630267,"No","M","PhD","Manager",26,"Commercial",17570,1,"Van","no",10200,3,"No",6,16,1,"Highly Urban/ Urban"
6761,57,0,0,9,162519,"No",0,"No","F","PhD","Doctor",25,"Private",23450,4,"Minivan","no",8044,3,"No",2,14,1,"Highly Urban/ Urban"
5201,56,0,0,9,36635,"No",132567,"Yes","F","High School","Clerical",16,"Private",5160,6,"SUV","no",24822,3,"Yes",4,11,1,"Highly Urban/ Urban"
4568,34,0,1,0,0,"Yes",0,"No","M","High School","Student",32,"Commercial",11910,4,"Pickup","no",2361,3,"No",4,1,1,"Highly Urban/ Urban"
